status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
354821057967236_1214619845320682,"#s40306

có ai như mình không? cứ lần nào định thể hiện với crush là y rằng fail :<<<<",,status,,2017-02-22 09:51:34,74,8,0,57,0,0,16,1,0
354821057967236_1214619565320710,"#s40305

SG
Có ai là con gái mà không thân với bố giống mình không? Mình nghe người ta nói con gái là người tình kiếp trước của bố mà mình với bố thì kiếp trước chắc cũng tình mà là tình địch hay sao ý nên kiếp này cứ gặp là gây nhau suốt thôi. Nói được dăm ba câu là cãi nhau rồi nên hiếm khi nào bố con tâm sự lắm. Mình 20t rồi mà cứ bị bố quản này nọ, đi chơi đâu cũng phải xin, người yêu cũng cấm không cho quen nên mình cũng chả thích bố vì thấy áp lực lắm. Nhiều lúc cũng muốn nói chuyện với bố mà nói vài câu thấy đi xa quá nên là thôi stop luôn.",,status,,2017-02-22 09:51:10,56,14,1,50,1,0,1,4,0
354821057967236_1214619381987395,"#s40304

SG
Có ai như mình không? thích người ta nhưng khi tìm hiểu/nói chuyện/stalk nhiều hơn thì lại thấy hết thích không? như là biết càng nhiều info thì càng cảm thấy họ lame ấy?",,status,,2017-02-22 09:50:56,91,9,0,76,1,0,14,0,0
354821057967236_1214618985320768,"#s40303

SG
Mình là nam sn98 đang học tại rmit sg sem đầu tiên và đang ở trọ trong khu dân cư ven sông đối diện trường mình. Mới vào  nên cũng k có bạn bè nhiều cho mấy và cũng nhớ nhà nên có bạn nào ở khu dân cư ven sông thì cmt để mình chủ động làm quen. Thực ra cũng chẳng phải tìm kiếm bồ bịch gì đâu nhưng thấy buồn nên muốn tìm bb để nc. Chiều chiều có thể hẹn nhau chạy bộ ở công viên, trao đổi học tập các thứ :)))",,status,,2017-02-22 09:50:28,51,14,0,49,1,1,0,0,0
354821057967236_1214618798654120,"#s40302

SG-HN
Chào các bạn :)
Mình là nữ, 9x đời giữa, ở HN và mới chuyển vào RMIT SG được vài tháng. Chả là bây giờ mình ko thích cuộc sống độc thân nữa nhưng cũng ko thích có người yêu vì ko muốn bị ràng buộc với ai cả, chỉ muốn có ai đó cùng trò chuyện mỗi đêm, thích dạo phố, uống trà, hút cần và have sex. Vậy thôi!
Mình ko biết bắt đầu về bản thân từ đâu nên cứ nói ngắn gọn là mình chả có gì ngoài điều kiện.
Mình ko biết đi đâu đến đâu để tìm một người hợp với mình. Lên Tinder thì cảm thấy chưa tìm đc ai thích hợp nên mới lên đây mong ad đăng giúp mình và hi vọng sẽ tìm đc một người tâm đầu hợp ý. Mình ko yêu cầu gì cao siêu, nhưng bị mấy bạn nam mặc sơ mi trắng và bấm khuyên tai cuốn hút ^^
Nếu các bạn ko muốn lộ danh tính thì có thể hỏi mình qua ask.fm ID wickedlygentle nhé hoặc nếu có Tinder profile thì gửi cho mình, mình sẽ chủ động swipe và gửi profile lại nếu thấy chúng ta hợp. Hi vọng sẽ nhận được những câu giới thiệu thông minh để ko làm mất thời gian của nhau.
Mình biết cfs này sẽ nhận nhiều ý kiến trái chiều nhưng mình chấp nhận, mình ko hề troll và mình thật sự muốn tìm một người nghiêm túc có chung mục đích.
Cảm ơn đã dành thời gian cho mình :)",,status,,2017-02-22 09:50:02,257,103,10,204,9,6,38,0,0
354821057967236_1214618621987471,"#s40301

SG
I have an older brother who has participated in a cult for 5-6 years.
It is not a death cult, but it 'appears' to be a peaceful cult. So what kind of problem do I have with it?
I mean, it encourages basic goodness in people, all sorta stuff. But at the same time, it is political, specifically against Our True Party, *cough*Socialism*cough*, not treasonous, but only against the party, and you know what kind of danger that entails.
Not only political, it is also anti-science, spreading pseudo-science practices (and news). I know having questions is good, but it seems that he (my brother) only seek what reinforce his beliefs, which is strange, since I can tell that he still possesses a capable mind.
The final problem that I have with this cult, is personal. He was an elite student, loved by our parents, his friends and me (well, there were feuds here and there) before joining the cult. After joining it, his social life turned on its head, most of his friends limited their interactions with him, none of our relatives want to talk about it, our parents have not been successful in talking him out of it (partly because they are not as well-educated, ironically), I have to pick topics carefully before talking to him, else both of our mood going be ruined, his circle is replaced with the like-minded practitioners of the same cult (which I guess he think he is honestly helping), he now has a job, if you can call it a job, employed by the higher ups of the cult for their site (they have pretty good PR, btw), with a salary of a part time job, we no longer hang out due to his 'work' and cult practices take away most of his time, and he's still living with parents while near 30 years old.
At the time he became a part of the cult, I know I should not make excuses, but I was at the end of high school and had to focus on the entrance exams. I do not beat myself over it, but it comes back to remind me from time to time. I wanted to improve my logical reasoning (which no one taught me) and then try to reason with him, but after numerous talks, I'm not sure what to do next, he rejects everything that challenges his cult beliefs, reason and all, he absolutely despises the socialist party in general (I'm also not a big fan of theirs, but mother is very worried if this level of animosity is going to do great harm to him if he display it in public), he honestly thinks that by practicing the cult's practices, he is helping everyone, somehow.
I have one of the cult's books in digital format waiting for my analysis, it's long, but I do not know if I should do it, what if he still reject my opinion? Am I that much of a coward for asking that kind of question?
I do not want to burden anyone, but I do not know how to solve this anymore.",,status,,2017-02-22 09:49:36,8,1,0,8,0,0,0,0,0
354821057967236_1214618478654152,"#s40300

SG
Minh à...e chỉ thấy trai mũm mĩm bự bự nhìn là kích thích thôi. Mấy nhỏ bạn đứa nào cũng có 1 thằng bồ mập kiểu bụng bự giò bự soái ca hiền lành ngồi gác ngon lành. Chi mà tập tành gym giếc vừa vừa thôi, vai u thịt bắp wa chi rờ cứng ngắc à... Chưa kể anh ăn uống kham khổ kiêng keng đủ thứ mệt lắm... E toàn ăn tào lao vỉa hè ko à... Yêu nhau rôi bắt ăn ức gà chắc chết :)))... Lên Bachelor rôi tia e khác đi nghen... e tìm soái ca khác nha :)))))",,status,,2017-02-22 09:49:17,55,15,0,40,1,1,13,0,0
354821057967236_1214618138654186,"#s40299

SG
Có bạn nào học Marketing Principle lớp COIL cô Jis chưa có nhóm k ạ? Hay có nhóm nào nào aim DI/HD mà còn slot ko ạ? Có thể cho mình join với đc k? Đảm bảo sẽ chăm chỉ, có ý thức và chắc chắn k làm nặng team. Mọi người cmt ở dưới để mình inb ạ.
Ad đăng giúp em với ạ ❤️",,status,,2017-02-22 09:48:39,3,2,0,3,0,0,0,0,0
354821057967236_1214617885320878,"#s40298

SG
Cho em hỏi là có anh chị nào đang học TK TTS mà trước khi vào trường anh chị không có một tí kiến thức nào không ạ?
Thật sự là em muốn mày mò tìm hiểu lắm, bởi e thích nó. Nhưng thời gian cho học thêm làm em không được nghỉ ngơi một chút nào huống chi tìm hiểu về các phần mềm đồ hoạ đó. Em cám ơn ạ, xin ad đăng giúp em, em đang cảm thấy lạc lõng :p",,status,,2017-02-22 09:48:24,4,2,0,4,0,0,0,0,0
354821057967236_1214617558654244,"#s40297

SG
Cho em hỏi trường mình có anh/chị nào nhận dạy kèm IELTS không ạ???",,status,,2017-02-22 09:47:39,24,9,1,23,1,0,0,0,0
354821057967236_1214617035320963,"#s40296

Hôm nay 19/2/2017 mình có đi hỗ trợ cô của mình và vô tình gặp 1 bạn gấu koala vô cùng dễ thương :)) mình chỉ muốn xin fb bạn đó thôi :)))",,status,,2017-02-22 09:46:44,21,5,0,19,0,0,2,0,0
354821057967236_1214342595348407,"#s40295

>SG<
Gưi các bạn thân thương đang phải chịu cảnh học liên tục 3 tiếng. Hông biết sem này trường sắp cái kiểu mèo gì mà một lớp học đến 3 tiếng. Vã lắm các bạn ạ cứ như vừa phê cần vừa đá thuốc lào v, mà sem này mình lại học toàn môn của marketing, cứ cảm tưởng như hồi cấp 3 học văn liền 4 tiết v á. Nói chung là vã méo tả nỗi :((",,status,,2017-02-22 01:08:38,356,37,9,297,5,0,49,5,0
354821057967236_1214342318681768,"#s40294

[SG] Cơ hội việc làm cho các Rmiters
Mình là Alumni đang làm marketing cho thương hiệu xe hơi Đức. Hiện tại phòng mình đang cần tuyển 3 vị trí, bạn nào thấy đủ năng lực thì cmt nhé mình sẽ inbox
1. Event + Marketing: Ưu tiên nữ
2. Web + Fb + SEO: Nam nữ đều ok
3. Design + Photographer: nam nữ đều ok
Không cần GPA các bạn phải cao ngất trời, chỉ cần năng động, nhiệt huyết kèm sáng tạo là đủ tiêu chuẩn. Hiểu biết về xe hơi cũng như thị trường ô tô sẽ là lợi thế.",,status,,2017-02-22 01:08:07,15,5,0,15,0,0,0,0,0
354821057967236_1214342212015112,"#s40293

SGS
xin chào mọi người. Mọi người có thể cho e lời khuyên được không. Chuyện là vầy, e mới vừa ""tạch"" một môn trong sem C. Bây giờ e muốn kéo GPA của e lên (vì cái môn ""tạch"" đó), vậy học môn nào dễ kéo GPA vậy. Mọi người cho e lời khuyên nha. Cảm ơn mọi người nhiều",,status,,2017-02-22 01:07:41,20,7,0,20,0,0,0,0,0
354821057967236_1214342098681790,"#s40292

SG
Thiết nghĩ trường nên xem lại khu smoking và trả lại sự công bằng cho người hút thuốc chân chính với. Trưa nay ngồi hút mà mưa 1 cái ướt sml lun.",,status,,2017-02-22 01:07:25,61,5,0,49,1,0,10,1,0
354821057967236_1214341895348477,"#s40291

#SG Mình là sinh viên năm nhất. Mình mới đi xem mấy căn hộ ở HAGL3 và HAGL An Tiến. Thực sự mình rất thích ở đây. Nhưng mà mình không tìm được ai để share cả.
Mình mong muốn ở khoảng 4-5 người một căn.
Tính ra một tháng khoảng 2.5 triệu/người.
Nhưng khu này mình thấy toàn người nước ngoài. Bị thích!
Eo ôi nó đẹp trai gì đâu... 
Có bạn nào muốn ở chung với mình không?
Ở đây mình hỏi mấy căn 2PN giá khoảng 11 triệu, mình đang rất thích một căn 2PN.
Còn 3PN mà có mỗi 3 cái máy lạnh, tủ âm, bếp, nước nóng, rèm cửa. Là có 11,5 và 12 triệu.
Bạn nào thích thì comment ở đây mình liên hệ ở chung với nhau hỉ...
Mình tên My.
Cứ comment đây mình sẽ thấy.
Chờ các bạn đó!",,status,,2017-02-22 01:07:03,8,3,0,8,0,0,0,0,0
354821057967236_1214341628681837,"#s40290

[SG] Nhờ ad đăng giúp mình nha! Cảm ơn ad trước nha :)
Mình là nữ, cần tìm 1 bạn nữ ở cùng mình :))
Phòng trọ ở KDC Ven Sông, đối diện trường. Đầy đủ tiện nghi: phòng tắm, nhà vệ sinh, tivi, tủ lạnh máy điều hoà, bếp chung, máy giặt, bãi giữ xe free. Giá phòng: 4tr3, thêm điện nứơc tầm 4tr5. Ai có nhu cầu thì cmt bên dưới, mình ib nha :)
Many thanks!",,status,,2017-02-22 01:06:19,3,2,0,3,0,0,0,0,0
354821057967236_1214341558681844,"#s40289

SG
Các bạn ơi cho mình hỏi là môn Mathematics 1 có support sessions vào thứ 3 và 5 là có bắt buộc phải đi đầy đủ các buổi không hay là chỉ khi nào cần thầy giải đáp thắc mắc mới đi thôi (giống SLAM vậy đó)? Với tại mình mới vô sem đầu mà elective môn này nên mình không thể vô phòng học được do không có thẻ, thấy các bạn khác có thẻ để quẹt mới vô được. Vậy mình nên xin giúp đỡ ở đâu vậy mọi người?
Cám ơn các bạn nhiều.",,status,,2017-02-22 01:06:05,4,1,0,4,0,0,0,0,0
354821057967236_1214341458681854,"#s40288

SG! 
Các bạn cho mình hỏi tốt nghiệp gpa 2.0 có phải là thấp không?",,status,,2017-02-22 01:05:46,19,7,0,19,0,0,0,0,0
354821057967236_1214340692015264,"#s40287

Sg
Gấp lắm nên ad đăng liền giùm mình nhé. Cám ơn ad cực kì nhiều nha!!
Mọi người ơi cho mình hỏi có ai đã từng tham gia chương trình MANAGEMENT TRAINEE của công ty nào chưa cho mình xin chút suy nghĩ được không? Đại ý là nó có căng thẳng quá không, hay có giúp ích được nhiều cho bạn không? Mọi người cho ý kiến giúp mình nhé. Thanks a bunch!!",,status,,2017-02-22 01:03:59,8,0,0,8,0,0,0,0,0
354821057967236_1214336132015720,"#s40286

[SG]
Các bạn có thể cho mình hỏi xin vài chỗ tập nhảy hiện đại căn bản cho người chưa bao giờ tập đc ko ạ? Tuy mình nghĩ mình ko có khiếu ở lĩnh vực này nhưng mình vẫn muốn thử vì mình thấy các bạn dancers nhìn khoẻ khoắn và cool cool sao í 😍 Mình bình thường ngoài học, đi làm, tham gia clb thì cũng ko làm gì. Nhưng sem này, thay vì tgian rảnh đi làm thêm mình muốn tìm hiểu một cái gì đó mới lạ cho bản thân vì mình thấy bây giờ mình còn trẻ và còn sung :)) ko muốn lúc nào cũng nghĩ  là rảnh thì đi kiếm tiền. Thay vào đó mình muốn trang bị một số kĩ năng như đi học lái xe, học nhảy,... hay bất cứ kĩ năng nào khác chứ ko phải chỉ đi học ở trường. Mình cảm ơn nhiều vì các bạn đã đọc post và mong sẽ nhận được câu trả lời từ các bạn ❤️",,status,,2017-02-22 01:00:59,10,2,1,10,0,0,0,0,0
354821057967236_1214335428682457,"#s40285

Mng ơiii em đang học cấp 3 ạ 
Cho e hỏi là sinh viên rmit sau khi ra trường có nhiều cơ hội hơn các hs khác k ạ ??? 
Học rmit có nặng quá k ạ ? Liệu có đủ thời gian đi làm thêm k ạ ? 
Học ở campus hà nội hay sài gòn thì tốt hơn với có nh cơ hội việc làm hơn ạ ?

em cám ơn ạ",,status,,2017-02-22 01:00:34,20,2,0,19,1,0,0,0,0
354821057967236_1213937218722278,"Redness: Ván cuối cho buổi đêm ngon giấc =))

Tiện thể tuyển mem vào club luôn nhé :>",Timeline Photos,photo,https://www.facebook.com/rmitvnconf/photos/a.355671914548817.81103.354821057967236/1213937218722278/?type=3,2017-02-21 13:15:33,68,12,0,58,2,4,4,0,0
354821057967236_1213730512076282,"#s40284
Page có thể phá lệ đăng tin gấp giúp mình được không ạ? Mình xin cảm ơn page nhiều lắm.

Mình mới mất ví sáng nay sau khi có tiết ở phòng 1.2.35, mình học xong thì chỉ lên xe về nhà thôi chứ không đi đâu, về nhà mình mở ra check liền thì thấy không còn ví nên 90% là mình làm rơi ở khuôn viên trường. Các chú bảo vệ đã giúp mình tìm ở phòng 1.2.35 nhưng không thấy nên nếu bạn nào nhặt được rồi thì xin hãy trả lại cho mình (xin hãy ib facebook.com/sarahngo05) hoặc gửi đến phòng lost and found giúp mình nếu không tiện gặp mặt.
Ví hình chữ nhật màu xanh dương đậm, bên trong có nhiều ngăn, chứa từ 8 đến 10 loại thẻ khác nhau, có cả thẻ sinh viên, thẻ bảo hiểm và cả cmnd của mình nữa nên mình thật sự rất cần lại ví.",,status,,2017-02-21 08:06:22,26,1,0,26,0,0,0,0,0
354821057967236_1212829388833061,"#s40283
Có bạn nam Rmit nào ở căn hộ Sunrise không cho e làm quen. Em là nữ nhà có điều kiện đàng hoàng chỉ muốn làm quen để ai đó san sẻ cuộc sống cô đơn này...Bạn nam nào ở Sunrise thì cmt ở dưới để em inb nha",,status,,2017-02-20 09:09:45,133,45,0,104,3,1,25,0,0
354821057967236_1212829032166430,"#s40282
Chào mọi người.

Hiện mình là nữ và cũng gần 19t. Theo như bạn bè xung quanh mình ( nói thẳng ra là toàn nữ thôi vì mình chưa quen bạn nào là nam cả), bạn nào cũng kiểu hay đánh giá cao mình. Kiểu như là đẹp, học giỏi ( đhs lại bảo học giỏi??? Mình kiểu học ít toàn nghe và tiếp thu mà điểm cũng khá ổn nên mấy bạn ấy nói vậy),... bla bla. Đó. Dạng vậy đó. Nói fan hâm mộ là trật lất nhưng tụi nó lúc nào cũng nghĩ mình là một người gì đó rất ngon lành cành đào. Và có một điều khá lạ ở chỗ là mình chưa có bạn trai bao giờ. Không hề luôn ha. Giống như là mình chỉ toàn thích mấy thằng éo thích mình, còn mấy người kiểu theo đuổi mấy năm mình không một chút động lòng, thật thật thật. Mình rất sợ sau này sẽ bị cô đơn, mình không đùa. Vì tính tình của mình, mình tự thấy bản thân như bị thiếu tình cảm, kiểu thèm muốn được quan tâm, chăm sóc từ những người khiến mình động lòng. Nói như trên chắc ai đọc cũng bĩu môi bảo mình tự cao tự đại này nọ nhưng thôi không sao, vì viết ở đây, nên mình mới trải lòng thôi. Chứ có ai biết ai đâu chứ? 

Chỉ là buồn nên mình viết cfs thôi. Chẳng hiểu sao mình lại như vậy nữa.",,status,,2017-02-20 09:09:03,126,22,2,103,5,0,17,0,1
354821057967236_1212828645499802,"#s40281
SG

Cho mình hỏi chút, GPA đc bao nhiêu thì có thể xin intership?",,status,,2017-02-20 09:08:28,46,5,0,43,0,0,3,0,0
354821057967236_1212828288833171,"#s40280
SG 
Đầu sem em mới vào lại trường và thật bấ ngờ khi ATM Techcombank biến mất khiến em vô cùng hoang mang không biết nên rút tiền ở đâu 😂",,status,,2017-02-20 09:07:53,32,3,0,25,0,0,7,0,0
354821057967236_1212827932166540,"#s40279
Các anh chị bạn bè cho em hỏi có ai học môn Performance Analysis and Simulations cô Lilibeth chưa ạ? Cô có cho mình tự chọn nhóm k ạ? Tại e học Justin thì thầy k cho tự lập nhóm mà thầy pick cho mình luôn nên hơi hoang mang vì e chọn môn này làm elective thôi nên muốn nhóm tốt tốt để kéo GPA",,status,,2017-02-20 09:07:19,9,3,0,9,0,0,0,0,0
354821057967236_1212827525499914,"#s40278
SG
Chào các bạn, mình dự định đăng ký học chương trình MBA của RMIT, các bạn cho mình xin review về chương trình này nhé, và có dễ xin được scholarship không nhỉ?
Mình cảm ơn nhiều nhé",,status,,2017-02-20 09:06:38,13,2,0,12,1,0,0,0,0
354821057967236_1212827062166627,"#s40277
SG Sem này hay tin stat 100% bài nhóm mà xui cái mình học 1 mình k chung với đứa bạn nào T_T bạn nào lớp cô Greeni aim DI/HD còn thiếu ng hay muốn lập nhóm cmt bên dưới giúp mình nhé mình sẽ chủ động ib bạn. Mình không muốn chọn bừa vì sem trước dính ngay 1 nhóm toàn ăn không ngồi rồi nên tởn lắm. Hãy cứu rỗi cu gái này plssss :'(",,status,,2017-02-20 09:05:52,52,11,1,45,2,2,3,0,0
354821057967236_1212826915499975,"#s40276
Thật khó khi mà vào cfs của RMIT nhưng lại hỏi điều này. Em chuẩn bị vào đại học và đang băn khoăn giữa RMIT HN Campus và BUV. Anh chị có thể góp ý giúp em được không vì em thấy BUV khá là mới. Anh Chị nào có bạn học ở BUV hoặc là có đánh giá về cả 2 trường thì góp ý giúp em với! Em cám ơn!",,status,,2017-02-20 09:05:29,10,1,0,10,0,0,0,0,0
