status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
210152259125476_798284916978871,"#tìmtrẻlạc
#17tháng22017
>>>>>>>>>
1. ""Mọi người có facebook & info của anh B3-26 không ạ em cảm nắng anh ấy mất rồi!""

2. ""Gửi CL09, hóa ra bạn là boy...vậy bạn nữ đó là ai :((""

3. ""Bạn Thuý Vi C1 ơiiiiiiiiiiiiii❤❤❤
Mình đã xao xuyến bạn lắm rồi đó và mình muốn nói điều nay:
 - Bạn có thể làm Nắng của mình ko??? ^^
Mình biết bạn sáng tác nhạc rất hay, viết rap trất quá !!!!!!!!! Mình ko biết Nắng của bạn có cần đòi hỏi cao ko nữa nhưng mình đã đổ bạn mất rồi.""",,status,,2017-02-17 09:28:09,104,6,0,98,3,0,3,0,0
210152259125476_798284253645604,"#lostandfound
""Em nhặt được 1 cây Forever Young trong trường mình . Ai mà làm rớt thì qua phòng 16 em sẽ trả lại ạ ^ ^ 
C11-36""",,status,,2017-02-17 09:00:01,66,0,0,66,0,0,0,0,0
210152259125476_798284060312290,"#cfs903
""Anh Quang Trung B2 ơi, em đổ anh mất rồi 😻 
From một cô bé lớp 10""",,status,,2017-02-17 08:37:15,174,4,0,166,1,0,7,0,0
210152259125476_798194623654567,"#cfs902
""Em muốn xin lỗi các anh chị học phòng số 32 (hoặc 33, em không rõ lắm) vì thái độ không lịch sự khi vào lớp các anh chị lấy đồ mà chưa xion phép ai. Mọi người thường chỉ nghĩ chỉ là rớt món đồ rồi vô lấy thôi mà, cần phải nghiêm trọng vậy không? Em thì nghĩ là cần, sai thì phải biết xin lỗi chứ, đó là một điều quan trọng!""",,status,,2017-02-17 06:20:00,154,0,0,147,7,0,0,0,0
210152259125476_798194396987923,"#cfs901
""Trường mình cũng khá đông học sinh, vì vậy các bạn làm ơn đừng tụm lại gây tắc nghẽn giao thông nha các bạn. Hành lang trường mình tương đối nhỏ, lại càng nhỏ hơn khi các lớp cùng ùa ra, chiều ngang cầu thang cũng nhỏ, các bạn vui lòng đừng tụm hai tụm ba dàn ngang đi chầm chậm tán gẫu hay tụ lại nói chuyện, rất mất không gian với những người đi vội hay các thầy cô. Khi các bạn thấy có học sinh cần đi qua hay thầy cô thì các bạn làm ơn nép sang một bên nhé. """,,status,,2017-02-17 05:46:00,106,0,0,101,4,0,1,0,0
210152259125476_797489963725033,"#cfs900
Thứ 5 giờ ra về mình có phát hiện 1 người đàn ông đứng trước cổng HVT quay phim các bạn nữ. Người đàn ông này cao khoảng 1m67-70 đi AB Vn màu cam, mặc áo sơ mi xanh quần tây đen lịch sự nhưng lại cầm điện thoại để quay lén. Mong mấy bạn cẩn thận.",,status,,2017-02-16 09:35:01,175,5,7,174,0,0,0,1,0
210152259125476_797488737058489,"#cfs899
Kiểu như bị ăn seen miết riết quen :)))",,status,,2017-02-16 09:20:00,180,4,8,171,2,0,6,0,1
210152259125476_797627777044585,"#ask
#họctập
-----------

Em là học sinh lớp 10 và tình hình là 1 tháng nữa thi giữa hk và tiếp theo 1 tháng nữa là cuối hk2 r mà em vẫn ko có chỗ học thêm lý ạ =( Các ac cho em xin thông tin (sđt, địa chỉ, học phí) của vài thầy cô dạy lí nha =( Ngoài trường hay trong trường gì cũng đc ạ vì em cần gấp lắm =( em cám ơn ac",,status,,2017-02-16 09:00:32,105,4,0,101,4,0,0,0,0
210152259125476_797488180391878,"#cfs898
[ Góc nhắn nhủ ]
Vấn đề không chỉ dừng lại ở body shaming mà xa hơn là sex shaming. Đi ra ngoài "" Trời ơi thằng này bê đê hả? "" "" Thằng này bê dễ sợ! "" hoặc "" Nghe nói thằng bê lớp mày thích trai lớp tao hả? "" các bạn nghe như vậy có xúc phạm không? Các bạn có hiểu cảm giác của mình chứ. Thử hỏi các bạn vào trường hợp đó rồi các bạn có thấy buồn không.",,status,,2017-02-16 08:30:00,200,2,4,192,8,0,0,0,0
210152259125476_797487253725304,"#cfs897
Gửi cậu, Lớp trưởng C5 .
NTH vào mùa lá rụng đẹp thật cậu nhỉ, chỉ cần 1 cơn gió thoáng qua là biết bao chiếc lá theo hướng nắng mà rơi xuống đất.. hình như cậu cũng rất thích ngắm lá rụng sân trường mình mà phải không.. !?
Cậu như những cơn gió kia vậy, còn tớ thì chỉ là chiếc lá nằm bất động, lúc nào cũng mong một cơn gió ấm áp cuốn đi. Ngày trước tớ thắc mắc tại sao người ta thích làm ""Nắng"" của nhau, bây giờ thì tớ đã hiểu, thì ra ""Nắng"" ấy là của NTH, là sự ấm áp kèm theo trong mỗi cơn gió..
Tớ thương cậu . Như khi tớ thương NTH vậy
Chẳng rõ thích cậu từ bao giờ, chỉ biết lòng đã để tâm đến cậu từ sau Mùa Nhớ .
Đã từng có ai khen cậu đẹp trai chưa !? Đã từng có ai chịu khó để ý nét mặt cử chỉ của cậu chưa !? Tại sao đối với tớ những thứ ấy nó luôn đặc biệt hơn so với người ta một chút.. 
Tớ ít khi được nhìn thấy cậu lắm, vì cậu đi nhanh quá, tớ theo không kịp, đến khi gần gặp được rồi lại là lúc cậu bước vào lớp. Nhưng thời gian này tớ lại hay bắt gặp cậu xuống sân trường nhiều hơn, có đôi khi cậu ra hành lang trước lớp đứng, tớ đoán là chắc là cậu lại nhìn Nắng NTH nhỉ ^^ Không hiểu sao tớ rất thích nhìn cậu, chỉ nhìn thôi, chẳng làm gì cả. Thích một người nhiều khi chỉ cần nhìn thấy người ấy là đủ !
Bạn tớ hỏi liệu tình cảm này kéo dài được bao lâu, tớ cũng không biết nữa cậu ạ, tớ thích cậu nhưng tớ chẳng làm gì, thứ tình cảm ấy chỉ đơn giản là thuận theo tự nhiên, thuận theo trái tim. Rằng mình thích một người, thế thôi .
Nhưng nhiều khi tớ cũng buồn, tớ cũng muốn được làm quen với cậu. Nhưng tớ sợ mọi chuyện sẽ không diễn ra như tớ muốn, tớ sợ sẽ không còn được thấy cậu đứng ở hành lang, không còn được thấy vẻ mặt của cậu khi nhìn Nắng NTH.. và tớ sợ mất luôn cả cậu .
Tình cảm thật khó nói phải không.. nhiều khi tớ tự cười vì mình lại vướng vào thứ ""phức tạp"" ấy. Nhưng thích cậu có lẽ không có gì là sai, nhiều khi chỉ là cái duyên khiến tớ được gặp cậu. Cậu đã có Nắng của riêng mình chưa, hay đã có chút cơn gió nào đang thổi trong lòng không !? Nếu bây giờ có một chiếc lá rơi trên tay cậu, liệu cậu sẽ giữ lấy nó hay lại thả nó bay đi tiếp.. ?
Người ta kêu tình cảm cấp 3 là đẹp nhất, bây giờ tớ mới hiểu. Ra đó là thứ tình cảm không cần tiến tới cũng chẳng phải lùi lại, chỉ cần đứng một chỗ, nhìn về một phía, không đoái hoài đến những vật chất xung quanh, cũng không quá chìm đắm trong mộng mơ hão huyền. Mọi thứ đều được giữ cân bằng, giống như cậu vậy .
Dù sao tình cảm cũng là thứ khó nói trước, nhưng điều tớ muốn nói nhất bây giờ đó là.. Nếu có cơ hội, cậu đồng ý làm Nắng NTH của tớ chứ !?",,status,,2017-02-16 08:00:04,109,6,4,98,2,1,8,0,0
210152259125476_797626380378058,"#lostandfound
-------------

Tớ nhặt được một cuốn đề cương lý hk2 ở phòng số 1, có bao kiếng, đằng sau còn có ghi 2 dãy số điện thoại kèm icon ""=)"". Bạn nào mất vui lòng qua phòng số 1 nhận lại ạ :)",,status,,2017-02-16 07:13:09,72,1,0,71,1,0,0,0,0
210152259125476_796953483778681,"#tìmtrẻlạc
#hậuvalentine
""Valentine vui vẻ❤
To CL_21""
>>>>>>>>>
Ad xin lỗi bạn vì 10h là ad nghỉ việc rồi...",,status,,2017-02-15 08:20:00,104,1,0,104,0,0,0,0,0
210152259125476_796952513778778,"#lostandfound
""Cho mình hỏi là có ai lỡ đánh rơi vòng tay NTH màu đen ở nhà vệ sinh nữ tầng 1 không ạ. Trưa ngày 15/2 mình có vào nhà vệ sinh nữ và nhặt được. Nếu bạn nào đánh rơi thì cmt bên dưới mình sẽ liên hệ trả lại""",,status,,2017-02-15 07:45:01,75,1,0,73,1,0,1,0,0
